/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11001 11001 26257996 2019-12-04T12:16:50.307 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 1 1 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11002 11002 26257996 2019-12-04T12:16:50.420 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 2 2 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11003 11003 26257996 2019-12-04T12:16:50.463 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 3 3 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11004 11004 26257996 2019-12-04T12:16:50.509 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 4 4 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11005 11005 26257996 2019-12-04T12:16:50.550 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 5 5 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11006 11006 26257996 2019-12-04T12:16:50.590 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 6 6 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11007 11007 26257996 2019-12-04T12:16:50.616 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 7 7 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11008 11008 26257996 2019-12-04T12:16:50.634 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 8 8 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11009 11009 26257996 2019-12-04T12:16:50.649 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 9 9 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/11010 11010 26257996 2019-12-04T12:16:50.664 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 10 10 C11_700CEST
