/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400001 400001 26258312 2019-12-04T17:32:16.684 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 1 1 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400002 400002 26258312 2019-12-04T17:32:17.667 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 2 2 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400003 400003 26258312 2019-12-04T17:32:18.317 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 3 3 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400004 400004 26258312 2019-12-04T17:32:19.067 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 4 4 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400005 400005 26258312 2019-12-04T17:32:19.809 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 5 5 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400006 400006 26258312 2019-12-04T17:32:20.484 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 6 6 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400007 400007 26258312 2019-12-04T17:32:21.134 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 7 7 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400008 400008 26258312 2019-12-04T17:32:21.795 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 8 8 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400009 400009 26258312 2019-12-04T17:32:22.709 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 9 9 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400010 400010 26258312 2019-12-04T17:32:23.417 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 10 10 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400011 400011 26258312 2019-12-04T17:32:24.609 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 11 11 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400012 400012 26258312 2019-12-04T17:32:25.409 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 12 12 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400013 400013 26258312 2019-12-04T17:32:26.068 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 13 13 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400014 400014 26258312 2019-12-04T17:32:26.718 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 14 14 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400015 400015 26258312 2019-12-04T17:32:27.609 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 15 15 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400016 400016 26258312 2019-12-04T17:32:28.284 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 16 16 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400017 400017 26258312 2019-12-04T17:32:28.959 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 17 17 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400018 400018 26258312 2019-12-04T17:32:29.875 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 18 18 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400019 400019 26258312 2019-12-04T17:32:30.541 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 19 19 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400020 400020 26258312 2019-12-04T17:32:31.251 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 20 20 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400021 400021 26258312 2019-12-04T17:32:32.194 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 21 21 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400022 400022 26258312 2019-12-04T17:32:32.993 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 22 22 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400023 400023 26258312 2019-12-04T17:32:34.309 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 23 23 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400024 400024 26258312 2019-12-04T17:32:35.060 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 24 24 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400025 400025 26258312 2019-12-04T17:32:35.925 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 25 25 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400026 400026 26258312 2019-12-04T17:32:36.701 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 26 26 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400027 400027 26258312 2019-12-04T17:32:37.560 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 27 27 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400028 400028 26258312 2019-12-04T17:32:38.210 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 28 28 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400029 400029 26258312 2019-12-04T17:32:39.134 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 29 29 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400030 400030 26258312 2019-12-04T17:32:39.943 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 30 30 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400031 400031 26258312 2019-12-04T17:32:40.693 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 31 31 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400032 400032 26258312 2019-12-04T17:32:41.343 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 32 32 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400033 400033 26258312 2019-12-04T17:32:42.026 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 33 33 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400034 400034 26258312 2019-12-04T17:32:42.902 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 34 34 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400035 400035 26258312 2019-12-04T17:32:43.577 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 35 35 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400036 400036 26258312 2019-12-04T17:32:44.367 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 36 36 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400037 400037 26258312 2019-12-04T17:32:45.628 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 37 37 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400038 400038 26258312 2019-12-04T17:32:46.602 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 38 38 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400039 400039 26258312 2019-12-04T17:32:47.502 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 39 39 500_RD_400
/home/hanskoss/data/Cadherin/nmrCad/spectra/500/500_20190924_C11defr/400040 400040 26258312 2019-12-04T17:32:48.152 no nan hk_b_universal_4.0_ 292.7 40 x200 40 119 5000 500" cpmg x x x 1 40 40 500_RD_400
