/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9001 9001 26257996 2019-12-04T12:16:50.307 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 1 1 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9002 9002 26257996 2019-12-04T12:16:50.420 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 2 2 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9003 9003 26257996 2019-12-04T12:16:50.463 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 3 3 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9004 9004 26257996 2019-12-04T12:16:50.509 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 4 4 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9005 9005 26257996 2019-12-04T12:16:50.550 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 5 5 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9006 9006 26257996 2019-12-04T12:16:50.590 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 6 6 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9007 9007 26257996 2019-12-04T12:16:50.616 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 7 7 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9008 9008 26257996 2019-12-04T12:16:50.634 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 8 8 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9009 9009 26257996 2019-12-04T12:16:50.649 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 9 9 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9010 9010 26257996 2019-12-04T12:16:50.664 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 10 10 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9011 9011 26257996 2019-12-04T12:16:50.693 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 11 11 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9012 9012 26257996 2019-12-04T12:16:50.709 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 12 12 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9013 9013 26257996 2019-12-04T12:16:50.748 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 13 13 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9014 9014 26257996 2019-12-04T12:16:50.801 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 14 14 C11_700CEST
/home/hanskoss/data/Cadherin/nmrCad/spectra/700/700_W2AW4A_B_SF/9015 9015 26257996 2019-12-04T12:16:50.847 no 0 hsqc_cest_etf3gpsitc3d_ 285.0004 16 154 35 117 0 700" < x x x 1 15 15 C11_700CEST
